time	whole_blood_radioactivity	plasma_radioactivity	metabolite_parent_fraction	AIF
0	0	0	1	0
0.9004500750125021	0.372512308152432	0.2887495781649012	0.998753976283398	0.2904622438224163
1.8009001500250041	0.745024616304864	0.5774991563298024	0.997507952566796	0.5809244876448326
2.701350225037506	1.117536924457296	0.8662487344947035	0.996261928850194	0.8713867314672489
3.6018003000500083	1.490049232609728	1.1549983126596048	0.9950159051335921	1.1618489752896652
4.50225037506251	1.8625615407621599	1.4437478908245058	0.9937698814169901	1.4523112191120815
5.402700450075012	2.235073848914592	1.732497468989407	0.9925238577003881	1.7427734629344978
6.303150525087514	2.6075861570670242	2.0212470471543083	0.9912778339837861	2.0332357067569142
7.203600600100017	2.980098465219456	2.3099966253192097	0.9900318102671841	2.3236979505793305
8.104050675112518	3.3526107733718877	2.5987462034841102	0.9887857865505821	2.6141601944017463
9.00450075012502	3.7251230815243197	2.8874957816490117	0.9875397628339802	2.904622438224163
9.904950825137522	4.097635389676752	3.1762453598139126	0.986293739117378	3.1950846820465792
10.805400900150024	4.470147697829184	3.464994937978814	0.9850477154007761	3.4855469258689955
11.705850975162527	4.842660005981616	3.7537445161437146	0.9838016916841741	3.7760091696914118
12.606301050175029	5.2151723141340485	4.0424940943086165	0.9825556679675721	4.0664714135138285
13.506751125187531	5.58768462228648	4.3312436724735175	0.9813096442509701	4.356933657336245
14.407201200200033	5.960196930438912	4.619993250638419	0.9800636205343681	4.647395901158661
15.307651275212535	6.332709238591344	4.90874282880332	0.9788175968177661	4.937858144981077
16.208101350225036	6.702280440107451	5.1952126345097245	0.977582783577788	5.222848640628076
17.10855142523754	6.747894192126116	5.23056972571359	0.977582783577788	4.905136207619761
18.00900150025004	6.79350794414478	5.265926816917455	0.977582783577788	4.587423774611446
18.909451575262544	6.839121696163446	5.30128390812132	0.977582783577788	4.269711341603131
19.809901650275044	6.884735448182111	5.336640999325185	0.977582783577788	3.9519989085948173
20.71035172528755	6.930349200200775	5.3719980905290505	0.977582783577788	3.634286475586502
21.61080180030005	6.97596295221944	5.407355181732916	0.977582783577788	3.316574042578188
22.511251875312553	7.021576704238105	5.442712272936782	0.977582783577788	2.9988616095698726
23.411701950325053	7.067190456256769	5.478069364140646	0.977582783577788	2.681149176561559
24.312152025337557	7.112804208275435	5.513426455344511	0.977582783577788	2.363436743553243
25.212602100350058	7.158417960294099	5.548783546548377	0.977582783577788	2.045724310544929
26.11305217536256	7.204031712312764	5.584140637752241	0.977582783577788	1.728011877536614
27.013502250375062	7.249645464331429	5.619497728956107	0.977582783577788	1.4102994445283
27.913952325387566	7.295259216350094	5.654854820159972	0.977582783577788	1.0925870115199845
28.814402400400066	8.188550059365346	6.347281213742852	0.977582783577788	1.4274403921933696
29.714852475412567	61.23164193807043	47.46315864743777	0.977582783577788	41.908686435412655
30.61530255042507	114.27473381677572	88.57903608113286	0.977582783577788	82.38993247863209
31.51575262543757	167.31782569548082	129.6949135148278	0.977582783577788	122.87117852185138
32.41620270045007	220.36091757418592	170.81079094852274	0.977582783577788	163.3524245650707
33.31665277546258	273.4040094528914	211.92666838221794	0.977582783577788	203.8336706082903
34.21710285047508	326.44710133159646	253.04254581591283	0.977582783577788	244.31491665150955
35.11755292548758	379.4901932103015	294.1584232496078	0.977582783577788	284.7961626947289
36.01800300050008	432.5332850890066	335.27430068330267	0.977582783577788	325.2774087379481
36.91845307551259	485.5763769677122	376.39017811699796	0.977582783577788	365.75865478116776
37.81890315052509	538.6194688464172	417.50605555069285	0.977582783577788	406.239900824387
38.71935322553759	591.6625607251224	458.6219329843878	0.977582783577788	446.72114686760625
39.61980330055009	644.7056526038274	499.7378104180827	0.977582783577788	487.2023929108256
40.520253375562596	697.748744482533	540.853687851778	0.977582783577788	527.6836389540453
41.4207034505751	750.791836361238	581.969565285473	0.977582783577788	568.1648849972645
42.3211535255876	803.8349282399431	623.0854427191678	0.977582783577788	608.6461310404837
43.2216036006001	856.8780201186482	664.2013201528628	0.977582783577788	649.1273770837031
44.1220536756126	1243.639260980548	965.1809085060986	0.977582783577788	958.787457270506
45.022503750625106	2229.745860715071	1736.4608150681279	0.977582783577788	1751.8826920698461
45.922953825637606	3215.852460449586	2513.079487288085	0.977582783577788	2544.97792686918
46.823403900650106	4201.959060184101	3295.092549733695	0.977582783577788	3338.073161668514
47.72385397566261	5188.065659918616	4082.5564024017913	0.977582783577788	4131.168396467848
48.624304050675114	6174.172259653138	4875.528234277839	0.977582783577788	4924.2636312671875
49.524754125687615	7160.278859387652	5674.066037180935	0.977582783577788	5717.358866066521
50.425204200700115	8146.385459122168	6478.228619901449	0.977582783577788	6510.454100865855
51.325654275712616	9132.492058856684	7288.075622638391	0.977582783577788	7303.549335665189
52.22610435072512	10118.598658591207	8103.667531744089	0.977582783577788	8096.644570464528
53.12655442573762	11104.705258325721	8925.065694783712	0.977582783577788	8889.739805263864
54.027004500750124	12090.811858060237	9752.332335917645	0.977582783577788	9682.835040063197
54.927454575762624	13076.91845779475	10585.530571614678	0.977582783577788	10475.930274862529
55.82790465077513	14063.025057529274	11424.724426704448	0.977582783577788	11269.02550966187
56.72835472578763	15049.13165726379	12269.978850777625	0.977582783577788	12062.120744461205
57.62880480080013	16035.238256998306	13121.359734942776	0.977582783577788	12855.215979260536
58.52925487581263	17567.1688101105	14393.685286839329	0.977582783577788	14037.1966530427
59.42970495082513	20046.001124383078	16380.106318481363	0.977582783577788	15893.82032258154
60.33015502583764	22524.83343865568	18355.765306773945	0.977582783577788	17750.443992120396
